age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
33,technician,married,secondary,no,1968,yes,no,cellular,20,apr,1817,3,-1,0,unknown,yes
26,services,single,secondary,no,136,no,no,cellular,20,apr,120,1,-1,0,unknown,yes
32,technician,single,secondary,no,1995,yes,no,cellular,20,apr,121,1,-1,0,unknown,yes
41,blue-collar,divorced,primary,no,285,yes,no,cellular,20,apr,1272,2,-1,0,unknown,yes
39,blue-collar,married,unknown,no,621,yes,no,cellular,20,apr,1333,5,-1,0,unknown,yes
24,student,single,secondary,no,597,yes,no,cellular,20,apr,943,3,-1,0,unknown,yes
37,blue-collar,divorced,secondary,no,0,yes,no,cellular,21,apr,146,4,-1,0,unknown,yes
35,management,single,tertiary,no,1750,yes,no,cellular,21,apr,333,3,-1,0,unknown,yes
26,student,single,tertiary,no,10086,no,no,cellular,21,apr,110,2,-1,0,unknown,yes
29,technician,single,secondary,no,3466,no,no,cellular,21,apr,274,1,-1,0,unknown,yes
63,retired,married,unknown,no,2193,no,no,telephone,21,apr,1348,4,-1,0,unknown,yes
95,retired,divorced,primary,no,2282,no,no,telephone,21,apr,207,17,-1,0,unknown,yes
65,retired,married,tertiary,no,1973,no,no,telephone,21,apr,396,3,-1,0,unknown,yes
59,technician,married,secondary,no,10925,no,no,cellular,21,apr,100,1,-1,0,unknown,yes
35,management,single,tertiary,no,704,no,no,cellular,21,apr,164,1,-1,0,unknown,yes
74,retired,married,secondary,no,9480,no,no,cellular,21,apr,211,1,-1,0,unknown,yes
56,unemployed,married,primary,no,3391,no,no,cellular,21,apr,243,1,-1,0,unknown,yes
26,student,single,tertiary,no,1134,no,no,cellular,21,apr,464,4,-1,0,unknown,yes
30,blue-collar,single,unknown,no,6281,no,no,cellular,21,apr,149,2,-1,0,unknown,yes
29,self-employed,married,secondary,no,123,no,yes,cellular,21,apr,158,2,181,1,success,yes
78,retired,married,primary,no,8556,no,no,telephone,21,apr,137,2,-1,0,unknown,yes
45,unknown,divorced,unknown,no,0,no,no,cellular,21,apr,278,3,-1,0,unknown,yes
29,blue-collar,single,secondary,no,2,yes,yes,cellular,21,apr,379,5,-1,0,unknown,yes
39,admin.,married,tertiary,no,1108,no,no,cellular,21,apr,204,1,-1,0,unknown,yes
45,management,married,tertiary,no,212,no,no,cellular,21,apr,65,2,-1,0,unknown,yes
45,technician,married,tertiary,no,5110,no,no,cellular,22,apr,341,2,-1,0,unknown,yes
36,student,single,secondary,no,17,no,no,cellular,22,apr,621,1,-1,0,unknown,yes
41,unknown,single,unknown,no,942,no,no,cellular,22,apr,219,1,-1,0,unknown,yes
38,technician,married,secondary,no,0,yes,no,cellular,22,apr,315,1,-1,0,unknown,yes
33,admin.,married,tertiary,no,882,no,no,cellular,22,apr,104,1,183,4,failure,yes
30,services,married,tertiary,no,81,no,no,cellular,22,apr,145,1,-1,0,unknown,yes
65,retired,married,primary,no,276,no,no,cellular,22,apr,229,1,-1,0,unknown,yes
75,retired,married,tertiary,no,2991,no,no,cellular,22,apr,240,1,-1,0,unknown,yes
65,management,divorced,tertiary,no,90,yes,no,cellular,22,apr,416,1,-1,0,unknown,yes
53,management,married,tertiary,no,3754,no,no,cellular,22,apr,307,1,278,2,failure,yes
40,management,married,primary,no,395,yes,no,cellular,22,apr,232,4,-1,0,unknown,yes
31,admin.,single,tertiary,no,676,yes,no,cellular,22,apr,124,2,343,2,other,yes
25,student,single,secondary,no,8,no,no,cellular,22,apr,107,2,-1,0,unknown,yes
37,technician,married,secondary,no,0,yes,no,cellular,22,apr,1288,3,-1,0,unknown,yes
32,management,single,tertiary,no,2069,no,no,cellular,22,apr,545,1,-1,0,unknown,yes
45,management,married,tertiary,no,506,no,no,cellular,23,apr,229,2,-1,0,unknown,yes
35,management,married,tertiary,no,8,no,no,cellular,23,apr,93,3,-1,0,unknown,yes
74,retired,married,primary,no,670,no,no,cellular,23,apr,266,5,-1,0,unknown,yes
37,management,married,tertiary,no,0,yes,no,cellular,23,apr,242,5,153,7,failure,yes
59,blue-collar,married,primary,no,1939,no,no,cellular,23,apr,172,1,-1,0,unknown,yes
76,management,married,unknown,no,1780,yes,no,telephone,23,apr,413,3,-1,0,unknown,yes
25,blue-collar,single,secondary,no,0,no,no,cellular,23,apr,163,1,-1,0,unknown,yes
27,services,single,secondary,no,955,no,no,cellular,23,apr,206,1,-1,0,unknown,yes
39,admin.,married,secondary,no,732,no,no,cellular,23,apr,522,4,-1,0,unknown,yes
24,services,single,unknown,no,2022,no,no,cellular,23,apr,159,4,-1,0,unknown,yes
28,blue-collar,single,tertiary,no,4099,no,no,cellular,23,apr,116,4,-1,0,unknown,yes
51,management,married,tertiary,no,4917,no,no,cellular,23,apr,113,1,-1,0,unknown,yes
66,retired,married,primary,no,2883,no,no,cellular,23,apr,158,1,-1,0,unknown,yes
28,unemployed,single,primary,no,1374,no,no,cellular,23,apr,203,4,-1,0,unknown,yes
30,management,single,tertiary,no,398,no,no,cellular,24,apr,235,2,-1,0,unknown,yes
58,blue-collar,married,secondary,no,3027,yes,no,cellular,24,apr,160,1,-1,0,unknown,yes
32,management,single,tertiary,no,2974,yes,no,cellular,24,apr,227,1,4,1,failure,yes
31,technician,single,tertiary,no,1081,no,no,cellular,24,apr,202,5,261,2,failure,yes
71,technician,married,tertiary,no,383,no,no,cellular,27,apr,388,3,-1,0,unknown,yes
37,admin.,married,tertiary,no,3913,yes,no,cellular,27,apr,124,1,-1,0,unknown,yes
56,management,divorced,tertiary,no,3287,no,no,cellular,27,apr,497,1,-1,0,unknown,yes
65,retired,married,primary,no,3629,no,no,cellular,27,apr,148,1,-1,0,unknown,yes
72,self-employed,married,tertiary,no,132,no,no,cellular,27,apr,444,1,-1,0,unknown,yes
51,admin.,single,secondary,no,726,yes,no,cellular,27,apr,89,8,-1,0,unknown,yes
35,blue-collar,married,secondary,no,149,yes,no,cellular,29,apr,507,3,349,1,other,yes
34,blue-collar,married,secondary,no,640,yes,no,cellular,29,apr,636,2,-1,0,unknown,yes
29,admin.,married,secondary,no,7707,yes,no,cellular,29,apr,961,2,334,2,failure,yes
30,technician,single,tertiary,no,53,no,no,cellular,29,apr,375,1,-1,0,unknown,yes
39,technician,single,secondary,no,15,yes,no,cellular,30,apr,510,1,-1,0,unknown,yes
45,management,married,tertiary,no,242,no,no,cellular,30,apr,587,1,-1,0,unknown,yes
28,admin.,single,secondary,no,377,no,no,cellular,30,apr,571,1,-1,0,unknown,yes
52,unemployed,married,secondary,no,94,no,no,cellular,30,apr,244,1,-1,0,unknown,yes
59,retired,married,primary,no,363,no,no,cellular,30,apr,400,1,-1,0,unknown,yes
38,services,married,secondary,no,1970,yes,no,cellular,30,apr,701,1,176,1,success,yes
47,technician,married,secondary,no,1167,yes,no,cellular,30,apr,968,1,87,5,failure,yes
52,management,married,tertiary,no,193,no,no,cellular,30,apr,381,1,269,1,failure,yes
38,management,married,tertiary,no,0,yes,no,cellular,30,apr,571,1,-1,0,unknown,yes
29,student,single,secondary,no,78,no,no,cellular,30,apr,239,1,-1,0,unknown,yes
36,unemployed,single,tertiary,no,1291,no,no,cellular,30,apr,195,1,86,1,success,yes
58,retired,married,tertiary,no,1425,no,no,cellular,30,apr,224,1,-1,0,unknown,yes
31,technician,married,tertiary,no,3382,no,no,cellular,30,apr,739,1,-1,0,unknown,yes
59,retired,divorced,secondary,no,5583,yes,no,cellular,30,apr,720,1,-1,0,unknown,yes
47,blue-collar,married,secondary,no,1230,yes,no,cellular,30,apr,412,1,169,1,success,yes
36,admin.,married,secondary,no,96,no,no,cellular,30,apr,208,1,87,1,success,yes
21,student,single,secondary,no,224,no,no,cellular,30,apr,871,1,-1,0,unknown,yes
23,student,single,secondary,no,0,no,no,cellular,30,apr,297,1,83,6,success,yes
47,blue-collar,married,secondary,no,1730,yes,no,cellular,30,apr,231,1,-1,0,unknown,yes
29,management,single,tertiary,no,697,no,no,cellular,30,apr,365,1,85,1,success,yes
25,management,single,tertiary,no,943,no,no,cellular,30,apr,512,1,-1,0,unknown,yes
37,technician,married,secondary,no,1458,no,no,cellular,30,apr,281,1,-1,0,unknown,yes
33,admin.,married,secondary,no,95,yes,no,cellular,30,apr,335,1,-1,0,unknown,yes
59,technician,married,secondary,no,2308,no,no,cellular,30,apr,815,1,87,1,other,yes
58,management,divorced,tertiary,no,5701,no,no,cellular,30,apr,354,1,87,1,success,yes
44,blue-collar,married,unknown,no,1529,yes,no,cellular,30,apr,347,1,-1,0,unknown,yes
48,blue-collar,married,secondary,no,292,no,no,cellular,30,apr,271,1,79,1,success,yes
34,self-employed,married,primary,no,7468,yes,yes,cellular,30,apr,383,1,-1,0,unknown,yes
42,technician,married,unknown,no,1559,no,no,cellular,30,apr,368,1,-1,0,unknown,yes
54,admin.,divorced,secondary,no,1693,no,no,cellular,30,apr,1277,1,87,2,other,yes
42,technician,married,tertiary,no,757,no,no,cellular,30,apr,354,1,79,1,success,yes
42,blue-collar,married,primary,no,201,yes,no,cellular,30,apr,841,1,85,2,failure,yes
44,self-employed,divorced,tertiary,no,1070,yes,no,cellular,30,apr,381,1,160,2,other,yes
37,blue-collar,married,secondary,no,1330,no,no,cellular,30,apr,390,1,-1,0,unknown,yes
29,student,single,secondary,no,314,no,no,cellular,30,apr,465,1,-1,0,unknown,yes
47,unknown,married,unknown,no,677,no,no,cellular,30,apr,900,2,86,2,failure,yes
24,management,single,tertiary,no,2845,no,no,cellular,30,apr,779,2,-1,0,unknown,yes
34,admin.,single,secondary,no,-32,no,yes,cellular,30,apr,246,2,-1,0,unknown,yes
30,management,single,tertiary,no,398,no,no,cellular,30,apr,554,1,6,2,success,yes
46,technician,married,secondary,no,0,no,no,cellular,30,apr,200,1,259,2,other,yes
34,services,married,secondary,no,1337,no,no,cellular,30,apr,442,1,-1,0,unknown,yes
59,retired,married,secondary,no,493,no,no,cellular,30,apr,237,1,-1,0,unknown,yes
35,management,single,tertiary,no,1750,yes,no,cellular,30,apr,687,1,9,3,success,yes
33,technician,married,tertiary,no,4401,no,no,cellular,30,apr,439,1,-1,0,unknown,yes
35,management,married,tertiary,no,193,yes,no,cellular,30,apr,565,1,13,1,failure,yes
37,management,married,tertiary,no,5106,no,no,cellular,30,apr,244,1,-1,0,unknown,yes
35,admin.,single,tertiary,no,994,no,no,cellular,30,apr,400,1,87,2,failure,yes
38,technician,single,tertiary,no,1101,no,no,cellular,30,apr,800,1,-1,0,unknown,yes
33,blue-collar,single,unknown,no,129,yes,yes,cellular,30,apr,482,1,161,1,failure,yes
42,management,married,tertiary,no,6060,yes,no,cellular,30,apr,316,1,350,2,failure,yes
33,management,married,tertiary,no,55,no,no,cellular,30,apr,526,2,87,3,failure,yes
53,management,married,tertiary,no,1624,no,no,cellular,30,apr,284,3,84,3,success,yes
53,services,married,secondary,no,341,no,no,cellular,30,apr,423,2,-1,0,unknown,yes
31,management,single,tertiary,no,2016,no,no,cellular,30,apr,209,1,-1,0,unknown,yes
26,admin.,single,secondary,no,255,no,no,cellular,30,apr,457,1,80,1,success,yes
30,technician,single,secondary,no,4684,yes,no,cellular,30,apr,268,3,-1,0,unknown,yes
24,admin.,single,secondary,no,1052,no,no,cellular,30,apr,354,1,-1,0,unknown,yes
28,management,single,tertiary,no,1808,no,no,cellular,30,apr,309,1,-1,0,unknown,yes
26,unemployed,single,tertiary,no,3511,no,no,cellular,30,apr,439,2,-1,0,unknown,yes
35,technician,married,secondary,no,518,yes,no,cellular,30,apr,616,1,-1,0,unknown,yes
28,technician,single,secondary,no,227,no,no,cellular,30,apr,278,1,-1,0,unknown,yes
30,admin.,single,secondary,no,270,no,no,cellular,30,apr,437,1,80,1,success,yes
32,management,married,tertiary,no,4733,no,no,cellular,30,apr,532,1,-1,0,unknown,yes
52,self-employed,married,tertiary,no,6657,no,no,telephone,30,apr,917,1,-1,0,unknown,yes
38,management,married,tertiary,no,613,no,no,cellular,30,apr,242,1,86,1,success,yes
34,self-employed,single,tertiary,no,5462,no,no,cellular,30,apr,430,1,-1,0,unknown,yes
29,technician,single,secondary,no,674,no,no,cellular,30,apr,483,1,13,5,success,yes
30,management,single,tertiary,no,364,no,no,cellular,30,apr,306,2,-1,0,unknown,yes
31,services,single,secondary,no,181,no,no,cellular,30,apr,325,1,-1,0,unknown,yes
24,student,single,primary,no,474,no,no,cellular,30,apr,551,1,-1,0,unknown,yes
25,management,single,tertiary,no,219,no,no,cellular,30,apr,458,1,-1,0,unknown,yes
47,management,single,tertiary,no,86,no,no,cellular,30,apr,387,3,87,1,success,yes
33,student,single,unknown,no,1170,no,no,cellular,30,apr,352,1,-1,0,unknown,yes
34,admin.,single,tertiary,no,18,yes,yes,cellular,30,apr,359,1,-1,0,unknown,yes
36,technician,single,tertiary,no,197,no,no,cellular,30,apr,260,1,-1,0,unknown,yes
50,management,married,tertiary,no,938,no,no,cellular,30,apr,780,1,-1,0,unknown,yes
34,management,single,tertiary,no,1228,no,no,cellular,30,apr,580,2,84,8,success,yes
54,technician,divorced,secondary,no,2156,yes,no,cellular,30,apr,258,1,86,5,success,yes
47,technician,married,tertiary,no,2408,no,no,cellular,30,apr,376,1,-1,0,unknown,yes
31,admin.,married,secondary,no,35,no,no,cellular,30,apr,615,1,-1,0,unknown,yes
36,management,married,tertiary,no,393,yes,no,cellular,30,apr,555,2,-1,0,unknown,yes
35,services,married,unknown,no,618,no,no,cellular,30,apr,951,1,-1,0,unknown,yes
25,student,single,secondary,no,1608,no,no,cellular,30,apr,664,2,-1,0,unknown,yes
46,management,married,tertiary,no,699,no,no,cellular,30,apr,970,1,87,1,failure,yes
49,entrepreneur,single,secondary,no,5802,no,no,cellular,30,apr,618,2,-1,0,unknown,yes
47,blue-collar,married,primary,no,2749,yes,no,cellular,30,apr,774,2,164,1,failure,yes
35,management,single,tertiary,no,1162,no,no,cellular,30,apr,175,1,-1,0,unknown,yes
30,technician,married,secondary,no,776,no,no,cellular,30,apr,861,2,-1,0,unknown,yes
31,management,single,tertiary,no,1619,no,no,cellular,30,apr,327,2,-1,0,unknown,yes
55,admin.,married,secondary,no,139,no,no,cellular,30,apr,241,1,-1,0,unknown,yes
25,admin.,single,secondary,no,2816,no,no,cellular,30,apr,327,1,-1,0,unknown,yes
26,technician,single,secondary,no,507,no,no,cellular,30,apr,380,1,-1,0,unknown,yes
85,retired,married,primary,no,98,no,no,cellular,30,apr,416,1,-1,0,unknown,yes
29,management,single,tertiary,no,2753,no,no,cellular,30,apr,645,1,-1,0,unknown,yes
39,management,married,tertiary,no,0,no,no,cellular,30,apr,342,3,22,3,other,yes
33,blue-collar,single,secondary,no,498,no,no,cellular,30,apr,301,1,-1,0,unknown,yes
33,blue-collar,single,tertiary,no,700,no,no,cellular,30,apr,169,1,80,2,success,yes
58,management,married,tertiary,no,4152,yes,no,cellular,30,apr,750,2,164,4,other,yes
61,retired,divorced,secondary,no,927,no,no,cellular,30,apr,427,3,-1,0,unknown,yes
50,admin.,single,secondary,no,2252,no,no,cellular,30,apr,652,2,-1,0,unknown,yes
54,technician,married,secondary,no,0,no,no,telephone,30,apr,766,3,84,3,success,yes
33,technician,married,tertiary,no,0,no,no,cellular,30,apr,227,2,-1,0,unknown,yes
36,admin.,single,secondary,no,728,no,no,cellular,30,apr,230,1,-1,0,unknown,yes
31,management,single,tertiary,no,354,no,no,cellular,30,apr,502,1,9,2,success,yes
24,student,single,secondary,no,382,no,no,cellular,30,apr,567,2,-1,0,unknown,yes
29,management,single,tertiary,no,36252,yes,no,cellular,30,apr,501,1,-1,0,unknown,yes
40,management,married,tertiary,no,158,no,no,telephone,30,apr,712,2,-1,0,unknown,yes
29,blue-collar,single,secondary,no,734,yes,yes,cellular,30,apr,259,1,296,1,other,yes
30,admin.,single,tertiary,no,305,no,no,cellular,30,apr,633,1,85,2,success,yes
45,blue-collar,married,secondary,no,10252,no,no,cellular,4,may,675,2,-1,0,unknown,yes
37,management,single,tertiary,no,3141,no,no,cellular,4,may,384,2,-1,0,unknown,yes
28,unemployed,single,primary,no,236,no,no,cellular,4,may,193,1,87,3,failure,yes
33,management,single,tertiary,no,5437,no,no,cellular,4,may,267,1,91,1,failure,yes
33,technician,married,secondary,no,133,no,no,cellular,4,may,218,1,-1,0,unknown,yes
45,blue-collar,married,secondary,no,640,yes,no,cellular,4,may,447,1,-1,0,unknown,yes
25,student,single,tertiary,no,253,no,no,cellular,4,may,597,1,-1,0,unknown,yes
41,blue-collar,married,secondary,no,5060,no,no,cellular,4,may,963,1,83,3,success,yes
38,technician,divorced,secondary,no,902,yes,no,cellular,4,may,301,3,90,1,success,yes
47,technician,married,secondary,no,335,no,no,cellular,4,may,417,1,76,1,success,yes
49,management,married,tertiary,no,1,no,no,telephone,4,may,1076,3,175,1,success,yes
42,admin.,single,secondary,no,1451,yes,no,cellular,4,may,251,4,-1,0,unknown,yes
33,technician,single,tertiary,no,1636,yes,no,cellular,4,may,592,1,66,1,success,yes
36,admin.,married,tertiary,no,3221,no,no,cellular,4,may,322,11,-1,0,unknown,yes
60,technician,married,secondary,no,316,no,no,cellular,4,may,545,2,263,4,failure,yes
33,technician,married,secondary,no,2044,yes,no,cellular,4,may,532,3,-1,0,unknown,yes
33,technician,married,secondary,no,557,no,no,cellular,4,may,367,1,-1,0,unknown,yes
33,services,single,secondary,no,489,yes,no,cellular,4,may,297,4,334,1,other,yes
32,student,single,tertiary,no,1138,no,no,cellular,4,may,214,3,83,3,success,yes
36,self-employed,married,secondary,no,188,yes,yes,cellular,4,may,1046,3,333,2,success,yes
45,technician,married,secondary,no,1998,no,no,cellular,4,may,237,5,-1,0,unknown,yes
35,management,married,tertiary,no,520,yes,no,cellular,4,may,458,3,17,5,failure,yes
38,management,divorced,tertiary,no,6368,yes,no,cellular,4,may,922,4,-1,0,unknown,yes
30,self-employed,married,tertiary,no,2666,no,no,cellular,4,may,781,3,89,1,success,yes
31,technician,married,secondary,no,4182,yes,no,cellular,4,may,347,2,-1,0,unknown,yes
32,self-employed,divorced,tertiary,no,3271,no,no,cellular,4,may,949,3,-1,0,unknown,yes
44,self-employed,married,unknown,no,163,yes,no,cellular,4,may,364,3,-1,0,unknown,yes
39,management,single,tertiary,no,1515,yes,no,cellular,4,may,815,6,167,6,failure,yes
45,blue-collar,married,primary,no,803,yes,no,cellular,4,may,742,4,-1,0,unknown,yes
32,blue-collar,single,secondary,no,400,no,no,cellular,4,may,268,3,-1,0,unknown,yes
39,management,single,tertiary,no,2454,yes,no,cellular,4,may,716,3,263,2,failure,yes
30,management,single,tertiary,no,533,no,no,cellular,4,may,365,4,-1,0,unknown,yes
63,management,married,unknown,no,2352,no,no,telephone,4,may,475,7,-1,0,unknown,yes
56,retired,married,primary,no,9367,no,no,cellular,4,may,617,2,-1,0,unknown,yes
26,technician,single,secondary,no,237,yes,no,cellular,4,may,1091,3,-1,0,unknown,yes
37,student,single,unknown,no,444,no,no,cellular,4,may,1063,5,-1,0,unknown,yes
29,management,single,tertiary,no,9407,no,no,cellular,4,may,267,6,-1,0,unknown,yes
24,student,single,secondary,no,387,no,no,telephone,4,may,340,8,-1,0,unknown,yes
35,entrepreneur,married,secondary,no,2971,no,no,cellular,4,may,429,4,164,2,failure,yes
43,technician,married,tertiary,no,2643,no,no,telephone,4,may,331,5,-1,0,unknown,yes
39,blue-collar,married,secondary,no,261,no,no,cellular,4,may,841,4,-1,0,unknown,yes
59,retired,divorced,secondary,no,514,no,no,cellular,4,may,673,6,90,1,success,yes
50,blue-collar,married,primary,no,5872,yes,no,cellular,5,may,762,3,-1,0,unknown,yes
44,services,divorced,secondary,no,-368,yes,no,cellular,5,may,895,1,-1,0,unknown,yes
35,student,single,secondary,no,188,yes,no,cellular,5,may,863,1,78,8,success,yes
30,blue-collar,married,secondary,no,61,yes,no,cellular,5,may,525,1,-1,0,unknown,yes
58,admin.,married,secondary,no,2160,yes,yes,cellular,5,may,1090,1,-1,0,unknown,yes
37,management,married,tertiary,no,658,yes,no,cellular,5,may,838,1,-1,0,unknown,yes
39,management,married,tertiary,no,0,yes,no,cellular,5,may,811,2,-1,0,unknown,yes
31,blue-collar,single,secondary,no,196,yes,no,cellular,5,may,568,1,341,7,failure,yes
33,self-employed,single,tertiary,no,94,yes,no,cellular,5,may,955,2,-1,0,unknown,yes
41,management,married,tertiary,no,326,yes,no,cellular,5,may,788,1,-1,0,unknown,yes
44,services,married,secondary,no,-395,yes,no,cellular,5,may,894,1,-1,0,unknown,yes
46,blue-collar,married,unknown,no,9328,yes,no,cellular,5,may,725,3,-1,0,unknown,yes
30,technician,single,secondary,no,-522,yes,yes,cellular,5,may,670,2,286,6,failure,yes
35,admin.,married,secondary,no,1286,yes,no,cellular,5,may,862,3,337,1,other,yes
27,admin.,married,secondary,no,710,yes,yes,cellular,6,may,653,1,334,2,success,yes
39,technician,divorced,tertiary,yes,3,no,no,cellular,6,may,488,1,-1,0,unknown,yes
32,self-employed,single,tertiary,no,0,yes,no,cellular,6,may,767,1,-1,0,unknown,yes
37,technician,divorced,secondary,no,141,yes,no,cellular,6,may,848,1,364,3,failure,yes
31,technician,single,secondary,no,53,yes,yes,cellular,6,may,530,1,-1,0,unknown,yes
30,management,divorced,tertiary,no,415,yes,yes,cellular,6,may,984,1,343,4,failure,yes
34,entrepreneur,married,tertiary,no,0,yes,no,cellular,6,may,611,1,183,1,failure,yes
31,blue-collar,single,secondary,no,1979,yes,yes,cellular,6,may,1205,1,-1,0,unknown,yes
27,admin.,married,secondary,no,0,yes,no,cellular,6,may,837,1,-1,0,unknown,yes
36,management,single,tertiary,no,7506,yes,no,cellular,6,may,839,2,188,1,success,yes
32,admin.,married,secondary,no,752,yes,no,cellular,6,may,519,2,166,5,failure,yes
49,management,married,secondary,no,99,yes,no,cellular,6,may,687,2,343,1,failure,yes
29,admin.,single,secondary,no,266,yes,no,cellular,6,may,540,1,-1,0,unknown,yes
29,admin.,single,secondary,no,27,yes,no,cellular,6,may,754,1,-1,0,unknown,yes
28,blue-collar,single,secondary,no,524,yes,no,cellular,6,may,554,2,-1,0,unknown,yes
60,management,married,tertiary,no,5990,yes,no,cellular,6,may,396,3,-1,0,unknown,yes
33,management,married,secondary,no,3935,yes,no,cellular,6,may,765,1,342,2,failure,yes
35,management,married,tertiary,no,991,yes,no,cellular,6,may,1489,3,-1,0,unknown,yes
31,management,single,tertiary,no,59,yes,yes,cellular,6,may,1347,2,363,1,failure,yes
40,management,married,tertiary,no,1598,yes,yes,cellular,6,may,1074,4,344,3,failure,yes
29,management,married,tertiary,no,0,yes,no,cellular,6,may,667,2,-1,0,unknown,yes
35,management,married,tertiary,no,802,yes,no,cellular,6,may,686,2,-1,0,unknown,yes
32,management,married,tertiary,no,2465,yes,yes,cellular,7,may,923,1,-1,0,unknown,yes
26,management,single,tertiary,no,114,yes,no,cellular,7,may,457,1,-1,0,unknown,yes
42,blue-collar,married,primary,no,1461,yes,no,cellular,7,may,757,2,170,3,failure,yes
33,admin.,single,tertiary,no,475,yes,no,cellular,7,may,1046,1,-1,0,unknown,yes
36,management,single,tertiary,no,4,yes,no,cellular,7,may,855,2,342,1,failure,yes
35,management,single,tertiary,no,1618,yes,yes,cellular,7,may,542,1,-1,0,unknown,yes
30,services,single,secondary,no,-271,yes,no,cellular,7,may,609,1,337,1,success,yes
59,admin.,single,secondary,no,2166,yes,yes,cellular,7,may,574,1,-1,0,unknown,yes
44,blue-collar,married,primary,no,4031,yes,no,cellular,7,may,983,4,-1,0,unknown,yes
50,services,married,primary,no,5024,yes,yes,cellular,7,may,661,1,267,11,other,yes
51,technician,married,secondary,no,-1944,yes,no,cellular,7,may,623,1,-1,0,unknown,yes
51,admin.,married,secondary,no,3025,no,no,cellular,7,may,476,1,352,1,other,yes
60,blue-collar,married,unknown,no,2090,yes,no,cellular,7,may,957,2,-1,0,unknown,yes
29,technician,single,tertiary,no,0,yes,no,cellular,7,may,347,2,337,6,failure,yes
43,management,married,tertiary,no,1429,yes,no,cellular,7,may,1030,1,169,3,success,yes
31,admin.,single,secondary,no,0,yes,no,cellular,7,may,895,2,295,2,failure,yes
26,blue-collar,single,secondary,no,311,yes,no,cellular,7,may,798,2,-1,0,unknown,yes
23,housemaid,married,tertiary,no,66,yes,no,cellular,7,may,1391,2,-1,0,unknown,yes
49,blue-collar,single,primary,no,2146,yes,no,cellular,7,may,1516,2,353,2,other,yes
42,unemployed,married,secondary,no,356,yes,no,cellular,7,may,787,3,356,2,failure,yes
39,blue-collar,married,secondary,no,62,yes,no,cellular,7,may,877,3,-1,0,unknown,yes
45,admin.,married,secondary,yes,-106,yes,yes,cellular,7,may,553,3,288,1,other,yes
45,services,divorced,secondary,no,608,yes,yes,cellular,7,may,1135,3,323,30,failure,yes
39,technician,divorced,secondary,no,291,yes,no,cellular,7,may,882,2,-1,0,unknown,yes
45,blue-collar,divorced,secondary,no,-184,yes,no,cellular,7,may,878,3,170,5,failure,yes
39,admin.,single,secondary,no,2345,yes,no,cellular,8,may,491,2,344,2,failure,yes
23,technician,single,secondary,no,4,yes,no,cellular,8,may,763,1,-1,0,unknown,yes
57,admin.,married,secondary,no,6005,yes,no,cellular,8,may,704,1,323,6,failure,yes
32,blue-collar,married,secondary,no,333,yes,no,cellular,8,may,501,2,-1,0,unknown,yes
29,management,single,tertiary,no,3041,yes,no,cellular,8,may,606,3,-1,0,unknown,yes
42,management,married,tertiary,no,4,yes,no,cellular,8,may,579,2,295,1,success,yes
47,blue-collar,divorced,primary,no,603,yes,yes,cellular,8,may,1080,1,-1,0,unknown,yes
36,management,married,tertiary,no,0,yes,no,cellular,8,may,308,3,-1,0,unknown,yes
57,management,married,tertiary,no,830,yes,yes,cellular,8,may,662,1,367,1,success,yes
36,technician,single,tertiary,no,962,yes,no,cellular,8,may,568,1,-1,0,unknown,yes
53,technician,single,tertiary,no,185,yes,no,cellular,8,may,1448,2,-1,0,unknown,yes
56,blue-collar,divorced,primary,no,-9,yes,yes,cellular,8,may,728,1,-1,0,unknown,yes
33,admin.,divorced,tertiary,no,891,no,no,cellular,8,may,398,2,-1,0,unknown,yes
59,retired,married,tertiary,no,148,yes,yes,cellular,8,may,685,2,366,1,other,yes
47,retired,married,primary,no,1374,no,yes,telephone,8,may,479,2,359,3,failure,yes
42,management,married,tertiary,no,-556,yes,yes,cellular,8,may,682,3,347,3,failure,yes
38,self-employed,single,tertiary,no,1612,yes,no,cellular,8,may,423,1,-1,0,unknown,yes
40,self-employed,married,secondary,no,0,yes,no,cellular,11,may,657,1,-1,0,unknown,yes
41,admin.,single,secondary,no,-109,yes,yes,cellular,11,may,1038,1,370,1,failure,yes
43,management,divorced,tertiary,no,580,yes,no,cellular,11,may,1514,1,284,2,failure,yes
24,services,married,secondary,no,4500,yes,no,cellular,11,may,733,2,-1,0,unknown,yes
40,services,married,secondary,no,-192,yes,no,cellular,11,may,666,1,-1,0,unknown,yes
40,blue-collar,married,secondary,no,-438,no,no,cellular,11,may,1017,1,-1,0,unknown,yes
34,services,single,secondary,no,-701,yes,no,cellular,11,may,610,2,-1,0,unknown,yes
36,management,single,tertiary,no,1400,yes,no,cellular,11,may,608,3,-1,0,unknown,yes
38,services,married,secondary,no,5293,yes,no,cellular,11,may,475,1,171,6,failure,yes
39,blue-collar,married,secondary,no,785,yes,no,cellular,11,may,1232,2,-1,0,unknown,yes
25,student,single,primary,no,373,yes,no,cellular,11,may,819,2,-1,0,unknown,yes
39,management,married,tertiary,no,763,yes,no,cellular,11,may,877,7,300,2,other,yes
41,blue-collar,married,secondary,no,1236,yes,no,cellular,11,may,911,3,-1,0,unknown,yes
36,admin.,divorced,secondary,no,-811,yes,no,cellular,12,may,365,2,-1,0,unknown,yes
